mn_type,mn_id,nerve,subsystem,thorax,side,joint,dof,actuator_name,sign,action,gain,bias,confidence,notes
MNwm34_PDMNp_R,10110,PDMN,wing,T2,right,wing,pitch,wing_pitch_right,,,1.0,0.0,strong,"auto by subsystem=wing, nerve=PDMN, side=R"
MNwm35_MesoAN_L,11991,MesoAN,wing,T2,left,wing,pitch,wing_pitch_left,,,1.0,0.0,strong,"auto by subsystem=wing, nerve=MesoAN, side=L"
MNwm35_MesoAN_R,13665,MesoAN,wing,T2,right,wing,pitch,wing_pitch_right,,,1.0,0.0,strong,"auto by subsystem=wing, nerve=MesoAN, side=R"
MNwm36_MesoAN_L,10178,MesoAN,wing,T2,left,wing,pitch,wing_pitch_left,,,1.0,0.0,strong,"auto by subsystem=wing, nerve=MesoAN, side=L"
MNwm36_MesoAN_R,46457,MesoAN,wing,T2,right,wing,pitch,wing_pitch_right,,,1.0,0.0,strong,"auto by subsystem=wing, nerve=MesoAN, side=R"
MNxm01_PDMNa_L,12009,PDMN,wing,T2,left,wing,pitch,wing_pitch_left,,,1.0,0.0,strong,"auto by subsystem=wing, nerve=PDMN, side=L"
MNxm01_PDMNa_R,11372,PDMN,wing,T2,right,wing,pitch,wing_pitch_right,,,1.0,0.0,strong,"auto by subsystem=wing, nerve=PDMN, side=R"
MNxm02_DMetaN_L,13072,DMetaN,,,left,,,,,,1.0,0.0,low,unmapped nerve DMetaN; fill manually
MNxm02_DMetaN_R,12308,DMetaN,,,right,,,,,,1.0,0.0,low,unmapped nerve DMetaN; fill manually
MNxm03_DMetaN_L,16167,DMetaN,,,left,,,,,,1.0,0.0,low,unmapped nerve DMetaN; fill manually
MNxm03_DMetaN_R,13478,DMetaN,,,right,,,,,,1.0,0.0,low,unmapped nerve DMetaN; fill manually
TTMn,10068,,,,,,,,,,1.0,0.0,low,unmapped nerve unknown; fill manually
TTMn,10110,,,,,,,,,,1.0,0.0,low,unmapped nerve unknown; fill manually
