pre_id,post_id,x,y,z,type
10000,11932,24252,30654,52157,pre
10000,21589,24784,30586,51667,pre
10000,19605,24901,30524,51628,pre
10000,21589,24784,30586,51667,pre
10000,17817,24815,30565,51640,pre
10000,21589,24815,30565,51640,pre
10000,21589,24784,30586,51667,pre
10000,17817,24815,30565,51640,pre
10000,21589,24815,30565,51640,pre
10000,19605,24901,30524,51628,pre
10000,12179,24930,30503,51620,pre
10000,10950,24930,30503,51620,pre
10000,19605,24901,30524,51628,pre
10000,12179,24930,30503,51620,pre
10000,10950,24930,30503,51620,pre
10000,12179,24930,30503,51620,pre
10000,10950,24930,30503,51620,pre
10000,17817,24815,30565,51640,pre
10000,21589,24815,30565,51640,pre
10000,19605,24830,30555,51606,pre
10000,17817,24830,30555,51606,pre
10000,21589,24830,30555,51606,pre
10000,12179,24930,30503,51620,pre
10000,10950,24930,30503,51620,pre
10000,19605,24830,30555,51606,pre
10000,17817,24830,30555,51606,pre
10000,21589,24830,30555,51606,pre
10000,19605,24830,30539,51553,pre
10000,17817,24830,30539,51553,pre
10000,21589,24830,30539,51553,pre
10000,10950,24830,30539,51553,pre
10000,17817,24815,30565,51640,pre
10000,21589,24815,30565,51640,pre
10000,19605,24830,30555,51606,pre
10000,17817,24830,30555,51606,pre
10000,21589,24830,30555,51606,pre
10000,19605,24830,30539,51553,pre
10000,17817,24830,30539,51553,pre
10000,21589,24830,30539,51553,pre
10000,10950,24830,30539,51553,pre
10000,19605,24901,30524,51628,pre
10000,12179,24930,30503,51620,pre
10000,10950,24930,30503,51620,pre
10000,19605,24901,30524,51628,pre
10000,12179,24930,30503,51620,pre
10000,10950,24930,30503,51620,pre
10000,16509,24916,30448,51532,pre
10000,10950,24916,30448,51532,pre
10000,16509,24916,30448,51532,pre
10000,10950,24916,30448,51532,pre
10000,10950,24911,30446,51499,pre
10000,10950,24881,30469,51522,pre
10000,16509,24916,30448,51532,pre
10000,10950,24916,30448,51532,pre
10000,10950,24911,30446,51499,pre
10000,16509,24916,30448,51532,pre
10000,10950,24916,30448,51532,pre
10000,10950,24911,30446,51499,pre
10000,10950,24911,30446,51499,pre
10000,10950,24911,30446,51499,pre
10000,21589,24784,30586,51667,pre
