x,y,z,type
12173,25826,39875,post
19942,29179,39040,post
19910,29135,39025,post
19902,29092,39016,post
12698,27823,40648,post
12313,29562,40385,post
19006,28157,39099,post
18984,28155,39155,post
18911,28138,39084,post
18949,28110,39105,post
20570,29652,39916,post
20453,29524,39857,post
20088,29438,39913,post
19827,29307,39787,post
19758,29231,39418,post
19756,29256,39382,post
20007,29197,39072,post
19141,28314,38374,post
19115,28328,38357,post
19111,28315,38395,post
19170,28252,38747,post
19132,28199,38770,post
10842,28758,37950,post
11264,28860,37693,post
11295,28765,37652,post
12520,28203,35093,post
12583,28301,34773,post
12640,28354,34608,post
12696,28591,34030,post
14329,27904,33875,post
14518,27965,34036,post
14444,27990,33913,post
12763,28645,32786,post
11405,28801,37607,post
12673,28508,34190,post
14178,27986,33610,post
14143,28003,33602,post
12778,28561,33629,post
14859,28081,34158,post
12592,28738,34008,post
14842,27987,34169,post
14708,28084,34104,post
14695,28086,34071,post
13851,28073,33490,post
13873,28075,33466,post
12401,30746,27935,post
12335,30699,28193,post
12452,31068,27488,post
12485,30956,27264,post
13012,29499,41353,post
13014,29501,41348,post
12120,29534,38049,post
12484,29371,28859,post
11557,28735,37398,post
19785,29304,39352,post
19823,29293,39376,post
19764,29284,39378,post
20793,29712,40372,post
12839,28702,31044,post
12853,28713,31013,post
13577,28571,29075,post
13625,28527,29090,post
12509,31476,27108,post
12509,31478,27103,post
14476,28678,27577,post
14598,30012,25814,post
12872,31744,26872,post
12673,31750,26969,post
20214,29245,40443,post
22106,30586,41091,post
13186,26615,42560,post
13314,26484,42945,post
13277,26605,42809,post
13182,26736,42184,post
13209,26670,42436,post
13200,26615,42486,post
12710,27742,40776,post
12150,28697,40224,post
12238,28624,40252,post
12238,28624,40249,post
12218,28647,40225,post
12158,28574,40200,post
12512,29057,40831,post
11945,29227,39740,post
12583,29031,40781,post
12511,29113,40689,post
12799,29222,40907,post
12785,29236,40893,post
11319,28721,37594,post
11275,28740,37620,post
11282,28813,37538,post
12322,28434,40164,post
11335,28732,37554,post
12538,28014,40658,post
12539,28011,40657,post
11305,27774,38314,post
12484,28076,40624,post
11269,27813,38252,post
12454,29982,40343,post
12473,28069,40492,post
12316,28698,40184,post
12085,28677,40189,post
12035,28736,40106,post
12112,28696,39991,post
12036,29408,39168,post
12027,29379,39155,post
12018,29258,39195,post
12006,29336,39150,post
11958,29262,39552,post
12255,28454,37009,post
12527,29048,36943,post
14147,28180,34356,post
12652,28792,33611,post
12629,28800,34090,post
12628,28787,34064,post
12613,28760,34090,post
14097,28233,34257,post
12773,28582,33467,post
13650,28226,33295,post
13618,28204,33317,post
12552,28939,31331,post
12586,28940,31269,post
12383,30650,27229,post
12413,30706,27124,post
12499,31511,27365,post
12499,31510,27364,post
12872,31654,26889,post
12830,31701,26972,post
20602,29617,40123,post
20604,29636,40110,post
20149,28852,39053,post
20120,28820,39024,post
18546,27736,39273,post
18568,27721,39294,post
18566,27757,39228,post
18612,27743,39188,post
19073,28220,38927,post
21009,29808,39596,post
18965,27934,39123,post
18974,27949,39128,post
18909,28042,39069,post
18900,28018,39053,post
20441,29444,39278,post
19082,28238,38888,post
19200,28196,38748,post
23082,28983,43680,post
23103,28992,43665,post
23762,30609,41674,post
23215,29059,43613,post
24158,30692,41291,post
22462,30292,40678,post
22670,30260,40553,post
13613,28640,29028,post
13586,28750,28147,post
13587,28779,28131,post
13850,28858,27609,post
13874,28885,27579,post
12251,30165,29056,post
11252,27829,38192,post
11181,27995,38121,post
11277,28014,38073,post
12258,29472,37430,post
12224,29408,37475,post
23826,30563,41476,post
22274,30618,41252,post
23785,30601,41502,post
23796,30565,41526,post
24393,30771,40955,post
24516,30835,40841,post
12232,29330,29553,post
21800,30468,40913,post
20228,28848,39051,post
20213,28827,39034,post
20613,29240,39152,post
20637,29220,39106,post
20302,28570,38776,post
12641,29099,28577,post
12542,27972,40464,post
12295,30694,28298,post
24193,30703,41194,post
24170,30759,41260,post
24204,30727,41171,post
12497,29099,40715,post
12348,29010,40632,post
14759,25651,40190,post
20630,28532,38374,post
20641,28458,38216,post
20658,28497,38144,post
12470,28103,35629,post
12596,28607,34446,post
12496,28455,35027,post
12612,28542,34452,post
11999,25842,31181,post
12497,28950,29257,post
23095,28971,43704,post
23130,28928,43676,post
23357,29366,43433,post
23069,28913,43709,post
23039,28826,43732,post
23075,28802,43730,post
23099,28857,43709,post
23052,28790,43748,post
23126,28896,43685,post
23116,28860,43702,post
23350,29549,43256,post
23349,29556,43243,post
23381,29504,43229,post
23384,29558,43231,post
23386,29586,43189,post
23393,29617,43145,post
23377,29552,43197,post
22321,30621,41337,post
21544,30292,40624,post
21528,30288,40593,post
21519,30280,40595,post
21494,30267,40576,post
21433,30233,40522,post
21441,30249,40488,post
21346,29993,40684,post
21432,30218,40579,post
21407,30211,40549,post
20290,29385,39712,post
21300,30126,40523,post
21315,30157,40496,post
22643,30620,41853,post
21299,30142,40493,post
19898,28885,39826,post
19878,28857,39828,post
19984,28744,39872,post
19950,28766,39867,post
19909,28753,39845,post
19888,28790,39838,post
19961,28721,39860,post
19906,28702,39840,post
19789,28873,39750,post
19781,28906,39715,post
19723,28787,39733,post
21588,30278,40752,post
19913,29091,39660,post
19861,29027,39678,post
19817,28993,39657,post
19799,28933,39714,post
20081,29047,39935,post
19768,28918,39683,post
19749,28912,39666,post
21515,30068,40820,post
19983,29004,39863,post
20015,29027,39878,post
19727,28923,39622,post
19909,28947,39821,post
19836,28936,39765,post
19859,28969,39761,post
19875,28982,39767,post
19917,29077,39694,post
19895,29055,39695,post
20399,29230,40097,post
19407,28702,39207,post
19392,28617,39411,post
20246,29260,39955,post
20224,29204,39973,post
19264,28503,39247,post
19253,28454,39246,post
19245,28437,39270,post
19402,28693,39191,post
19455,28642,39488,post
19293,28490,39185,post
19296,28492,39186,post
19444,28546,39525,post
19314,28457,39174,post
19472,28670,39486,post
19394,28567,39478,post
19413,28607,39456,post
19375,28586,39433,post
20198,28468,39460,post
19607,28309,39427,post
20020,28408,39545,post
19360,28346,39312,post
19447,28340,39248,post
19248,28386,39249,post
19479,28326,39269,post
19483,28324,39262,post
19978,28394,39539,post
19952,28388,39522,post
19941,28380,39543,post
19907,28370,39531,post
19578,28361,39512,post
20734,29734,40076,post
19475,28339,39228,post
19500,28341,39215,post
19644,28322,39470,post
19626,28309,39437,post
20744,29754,40055,post
20713,29724,40041,post
22106,30547,41162,post
20416,29150,40097,post
20385,29129,40083,post
22077,30536,41145,post
22098,30546,41103,post
22019,30512,41093,post
22010,30511,41083,post
21969,30479,41117,post
21998,30491,41137,post
21999,30505,41031,post
20229,29179,39984,post
20174,28920,39104,post
20204,28916,39096,post
20183,28884,39084,post
19786,28760,39011,post
19356,28616,39131,post
19801,28553,38988,post
19811,28506,39013,post
19777,28477,39000,post
21292,30160,40410,post
21262,30138,40397,post
20515,29581,39922,post
20470,29542,39889,post
20411,29464,39906,post
20431,29492,39884,post
20471,29543,39842,post
20395,29455,39868,post
20283,29348,39876,post
20317,29384,39880,post
20265,29284,39941,post
20229,29278,39893,post
20226,29243,39939,post
20300,29385,39817,post
20261,29343,39837,post
20532,29348,39289,post
20542,29256,39238,post
12440,28163,40465,pre
12275,28387,40349,pre
19368,28240,39669,pre
20546,29720,39544,pre
13547,28343,33389,pre
12496,29435,29737,pre
13131,31719,26559,pre
13165,31707,26523,pre
13159,31656,26495,pre
12726,28832,31839,pre
12512,31697,27343,pre
12474,31662,27380,pre
12508,31687,27318,pre
12788,31642,27214,pre
12754,31612,27231,pre
12852,31616,27156,pre
12439,31021,27704,pre
12435,30794,27398,pre
12452,30752,27370,pre
12198,30144,28976,pre
12435,30794,27398,pre
12452,30752,27370,pre
23314,29885,42680,pre
13867,29143,27324,pre
13882,29158,27220,pre
12439,31021,27704,pre
12307,31279,27615,pre
12425,31269,27478,pre
12811,28613,30512,pre
12431,29142,30282,pre
12536,29067,30868,pre
12534,29076,30831,pre
15939,27035,39643,pre
15490,26433,39825,pre
14064,27260,38540,pre
12993,28414,29730,pre
12691,28882,32351,pre
20423,29415,39274,pre
12447,28112,40667,pre
12597,27935,40651,pre
12275,28387,40349,pre
12597,27935,40651,pre
12811,28613,30512,pre
21795,30306,41123,pre
21682,30222,40988,pre
20846,29731,39564,pre
12832,28853,31705,pre
12435,30794,27398,pre
12452,30752,27370,pre
17323,27392,39662,pre
20423,29415,39274,pre
12351,30898,27973,pre
12333,30764,28021,pre
12279,30663,28047,pre
12225,30133,29055,pre
23233,30174,42277,pre
23212,30197,42253,pre
12630,28490,29945,pre
12689,28497,29839,pre
12767,28683,29971,pre
20546,29720,39544,pre
18265,28008,39683,pre
12307,31279,27615,pre
12888,28541,29904,pre
12630,28490,29945,pre
12689,28497,29839,pre
12440,28163,40465,pre
14300,25529,40513,pre
12275,28387,40349,pre
11978,29212,39959,pre
12397,28601,35586,pre
12328,30752,27189,pre
13882,29158,27220,pre
12435,30794,27398,pre
12452,30752,27370,pre
12425,29190,30300,pre
17905,27901,39859,pre
18013,27927,39835,pre
18032,27941,39849,pre
18022,27914,39791,pre
20423,29415,39274,pre
12150,30183,28888,pre
12218,30156,29000,pre
12333,30764,28021,pre
12364,30921,27928,pre
12279,30663,28047,pre
12464,31659,27415,pre
12512,31697,27343,pre
12474,31662,27380,pre
12508,31687,27318,pre
13547,28343,33389,pre
12275,28387,40349,pre
21309,30168,40585,pre
22507,30245,40582,pre
12522,29111,30725,pre
12852,31616,27156,pre
12909,31581,26980,pre
12630,28490,29945,pre
20546,29720,39544,pre
12534,29076,30831,pre
12522,29111,30725,pre
18775,28157,39333,pre
12069,28813,36811,pre
12197,30590,28389,pre
20423,29483,40089,pre
12496,29435,29737,pre
12630,28490,29945,pre
12689,28497,29839,pre
12767,28683,29971,pre
12275,28387,40349,pre
20601,29625,40020,pre
20200,29171,40100,pre
13159,31656,26495,pre
12351,30898,27973,pre
12333,30764,28021,pre
12364,30921,27928,pre
12464,31659,27415,pre
13131,31719,26559,pre
13165,31707,26523,pre
13159,31656,26495,pre
12809,31775,27072,pre
23212,30197,42253,pre
23109,30290,42166,pre
23233,30216,42243,pre
20435,28616,38805,pre
20435,28616,38805,pre
13358,26521,42880,pre
23210,30549,41864,pre
21761,30437,40900,pre
23609,30523,41766,pre
20601,29625,40020,pre
19549,28174,39539,pre
19572,28183,39528,pre
11978,29212,39959,pre
13281,26595,42774,pre
12447,28112,40667,pre
21700,30335,40962,pre
19986,29273,39533,pre
19937,28992,39223,pre
18093,27954,39816,pre
19436,28276,39574,pre
20200,29171,40100,pre
20202,29019,40024,pre
19073,28236,39121,pre
12690,28818,31306,pre
12811,28613,30512,pre
22093,30548,41317,pre
19467,28326,39231,pre
13358,26521,42880,pre
12534,29076,30831,pre
12224,29417,29587,pre
12788,31642,27214,pre
12754,31612,27231,pre
12852,31616,27156,pre
24405,30744,41065,pre
24405,30744,41065,pre
20117,29284,39785,pre
12425,29190,30300,pre
12522,29111,30725,pre
12442,29270,29939,pre
12522,29114,30690,pre
23314,29885,42680,pre
23334,29905,42585,pre
23609,30523,41766,pre
12888,28541,29904,pre
19277,28534,39415,pre
19486,28380,39658,pre
12150,30183,28888,pre
12198,30144,28976,pre
12364,30921,27928,pre
13165,31707,26523,pre
13159,31656,26495,pre
23735,30593,41650,pre
23305,30119,42412,pre
23609,30523,41766,pre
19986,29273,39533,pre
21071,30042,40329,pre
12069,28813,36811,pre
12852,31616,27156,pre
12597,27935,40651,pre
21071,30042,40329,pre
20106,29103,40284,pre
17905,27901,39859,pre
17575,27691,39860,pre
18093,27954,39816,pre
18013,27927,39835,pre
18032,27941,39849,pre
18310,28168,39656,pre
18022,27914,39791,pre
18265,28008,39683,pre
12351,30898,27973,pre
12364,30921,27928,pre
12852,31616,27156,pre
20185,29120,40242,pre
20423,29483,40089,pre
19937,28374,39604,pre
19924,28344,39522,pre
19891,28332,39514,pre
20200,29171,40100,pre
12522,29111,30725,pre
12496,29435,29737,pre
12522,29114,30690,pre
12208,30412,28624,pre
23305,30119,42412,pre
18153,27728,39557,pre
12225,30133,29055,pre
23280,30114,42353,pre
13281,26595,42774,pre
23334,29905,42585,pre
12012,29212,38855,pre
12217,29428,37885,pre
12691,28882,32351,pre
12522,29111,30725,pre
12452,30752,27370,pre
12328,30752,27189,pre
12909,31581,26980,pre
12431,29142,30282,pre
12440,28163,40465,pre
20106,29103,40284,pre
20185,29120,40242,pre
20124,29105,40252,pre
20327,29217,40118,pre
18816,28071,39517,pre
18979,28195,39396,pre
19572,28183,39528,pre
20200,29171,40100,pre
17057,27201,39482,pre
15939,27035,39643,pre
16225,27091,39576,pre
19073,28236,39121,pre
16572,27071,39545,pre
20423,29415,39274,pre
20435,28616,38805,pre
18775,28157,39333,pre
20604,29717,39561,pre
20546,29720,39544,pre
12224,29417,29587,pre
12069,28813,36811,pre
13547,28343,33389,pre
12431,29142,30282,pre
12536,29067,30868,pre
12534,29076,30831,pre
12522,29111,30725,pre
12630,28490,29945,pre
12224,29417,29587,pre
12424,30898,27738,pre
12333,30764,28021,pre
22273,30497,40824,pre
12888,28541,29904,pre
23305,30119,42412,pre
18310,28168,39656,pre
12653,28525,34314,pre
12597,27935,40651,pre
13281,26595,42774,pre
12440,28163,40465,pre
12464,31659,27415,pre
12512,31697,27343,pre
12474,31662,27380,pre
12476,31666,27341,pre
12508,31687,27318,pre
12838,31706,27040,pre
18310,28168,39656,pre
23335,30089,42487,pre
23334,29905,42585,pre
22281,30582,41589,pre
22325,30643,41522,pre
23335,30089,42487,pre
23735,30593,41650,pre
22507,30245,40582,pre
22273,30497,40824,pre
23210,30549,41864,pre
22754,30623,41782,pre
12754,31612,27231,pre
12201,28987,37022,pre
20423,29415,39274,pre
22907,30493,41942,pre
22946,30528,41891,pre
23109,30290,42166,pre
23160,30283,42157,pre
13131,31719,26559,pre
21723,30410,40722,pre
21685,30386,40711,pre
21725,30425,40687,pre
12888,28541,29904,pre
12224,29417,29587,pre
12536,29067,30868,pre
12534,29076,30831,pre
12197,30590,28389,pre
12159,30529,28377,pre
23054,30488,41941,pre
22946,30528,41891,pre
23035,30514,41913,pre
22178,30562,41306,pre
21795,30306,41123,pre
21682,30222,40988,pre
21685,30386,40711,pre
21725,30425,40687,pre
21656,30376,40661,pre
21303,30049,40614,pre
22281,30582,41589,pre
21876,30477,40835,pre
21790,30465,40792,pre
21759,30384,40946,pre
21684,30304,40909,pre
21831,30457,40891,pre
21738,30411,40810,pre
21685,30346,40826,pre
21729,30420,40755,pre
21723,30410,40722,pre
19908,29083,39676,pre
20601,29625,40020,pre
19915,28358,39604,pre
19937,28374,39604,pre
19924,28344,39522,pre
19467,28326,39231,pre
20984,29866,40360,pre
20729,29698,39667,pre
