x,y,z,type,bodyId_post
25112,33509,39919,post,
24847,33364,39947,post,
24866,33416,39932,post,
24008,33735,41538,post,
24882,33239,39797,post,
24887,33232,39782,post,
24010,33713,41523,post,
24468,33142,40660,post,
24452,33331,40895,post,
23921,32039,38086,post,
23872,32195,38061,post,
24217,33735,41268,post,
24202,33655,41266,post,
24134,31983,41054,post,
24010,32155,41446,post,
24011,32125,41402,post,
24082,32117,41429,post,
24729,33515,40950,post,
23893,31697,37719,post,
24549,32045,36341,post,
23828,32144,38840,post,
24526,32104,36436,post,
24557,32107,36412,post,
24589,32011,36396,post,
24569,31950,36286,post,
23887,31843,38000,post,
23854,31825,38019,post,
24377,32334,36694,post,
24408,32297,36699,post,
24376,32332,36673,post,
24446,32265,36662,post,
24740,32987,35867,post,
24730,32991,35842,post,
25933,35082,45842,post,
24837,29486,43927,post,
25849,37912,47018,post,
23865,35319,46037,post,
23799,35207,46065,post,
25299,37383,47130,post,
24952,36815,46635,post,
25851,36260,45544,post,
25613,36495,45682,post,
24904,36811,46582,post,
24202,32486,43910,post,
23601,32454,43954,post,
23594,32410,43942,post,
24226,32451,43862,post,
26019,35915,45445,post,
25976,35911,45425,post,
24836,34611,45093,post,
25840,36292,45588,post,
24029,35411,46053,post,
24433,34279,45121,post,
